Start,End,Strand,Gene_ID,Gene_Name
2218844,2219251,-,Rv1976c,Rv1976c
2219252,2219753,+,upstream_Rv1977,upstream_Rv1977
2219754,2220800,+,Rv1977,Rv1977
2220801,2220907,+,upstream_Rv1978,upstream_Rv1978
2220908,2221756,+,Rv1978,Rv1978
2221719,2223164,-,Rv1979c,Rv1979c
2223165,2223342,-,upstream_Rv1980c,upstream_mpt64
2223343,2224029,-,Rv1980c,mpt64
2224030,2224219,-,upstream_Rv1981c,upstream_nrdF1
2224220,2225188,-,Rv1981c,nrdF1
2225189,2225412,-,upstream_Rv1982c,upstream_vapC36
2225413,2225832,-,Rv1982c,vapC36
2225833,2225840,-,upstream_Rv1982A,upstream_vapB36
2225841,2226101,-,Rv1982A,vapB36
2226102,2226243,+,upstream_Rv1983,upstream_PE_PGRS35
2226244,2227920,+,Rv1983,PE_PGRS35
2227908,2228561,-,Rv1984c,cfp21
2228562,2228675,+,upstream_RV1984a,upstream_RV1984a
2228676,2228906,+,RV1984a,RV1984a
2228907,2228990,-,upstream_Rv1985c,upstream_Rv1985c
2228991,2229902,-,Rv1985c,Rv1985c
2229903,2230010,+,upstream_Rv1986,upstream_Rv1986
2230011,2230610,+,Rv1986,Rv1986
2230611,2231025,+,upstream_Rv1987,upstream_Rv1987
2231026,2231454,+,Rv1987,Rv1987
2231455,2231679,+,upstream_Rv1988,upstream_erm(37)
2231680,2232219,+,Rv1988,erm(37)
2232220,2232738,-,upstream_Rv1989c,upstream_Rv1989c
2232739,2233299,-,Rv1989c,Rv1989c
2233296,2233637,-,Rv1990c,Rv1990c
2233638,2234304,-,upstream_Rv1991c,upstream_mazF6
2234305,2234649,-,Rv1991c,mazF6
2234643,2234891,-,Rv1991A,mazE6
2234892,2234990,-,upstream_Rv1992c,upstream_ctpG
2234991,2237306,-,Rv1992c,ctpG
2237303,2237575,-,Rv1993c,Rv1993c
2237576,2237627,-,upstream_Rv1994c,upstream_cmtR
2237628,2237984,-,Rv1994c,cmtR
2237985,2238140,+,upstream_Rv1995,upstream_Rv1995
2238141,2238908,+,Rv1995,Rv1995
2238909,2239003,+,upstream_Rv1996,upstream_Rv1996
2239004,2239957,+,Rv1996,Rv1996
2239958,2240158,+,upstream_Rv1997,upstream_ctpF
2240159,2242876,+,Rv1997,ctpF
2242877,2242944,-,upstream_Rv1998c,upstream_Rv1998c
2242945,2243721,-,Rv1998c,Rv1998c
2243722,2243815,-,upstream_Rv1999c,upstream_Rv1999c
2243816,2245138,-,Rv1999c,Rv1999c
2245139,2245208,+,upstream_Rv2000,upstream_Rv2000
2245209,2246822,+,Rv2000,Rv2000
2246823,2246831,+,upstream_Rv2001,upstream_Rv2001
2246832,2247584,+,Rv2001,Rv2001
2247585,2247659,+,upstream_Rv2002,upstream_fabG3
2247660,2248442,+,Rv2002,fabG3
2248443,2248562,-,upstream_Rv2003c,upstream_Rv2003c
2248563,2249420,-,Rv2003c,Rv2003c
2249421,2249477,-,upstream_Rv2004c,upstream_Rv2004c
2249478,2250974,-,Rv2004c,Rv2004c
2250975,2250995,-,upstream_Rv2005c,upstream_Rv2005c
2250996,2251883,-,Rv2005c,Rv2005c
2251884,2252001,+,upstream_Rv2006,upstream_otsB1
2252002,2255985,+,Rv2006,otsB1
2255986,2256083,-,upstream_Rv2007c,upstream_fdxA
2256084,2256428,-,Rv2007c,fdxA
2256429,2256616,-,upstream_Rv2008c,upstream_Rv2008c
2256617,2257942,-,Rv2008c,Rv2008c
2257943,2258029,+,upstream_Rv2009,upstream_vapB15
2258030,2258272,+,Rv2009,vapB15
2258273,2258272,+,upstream_Rv2010,upstream_vapC15
2258273,2258671,+,Rv2010,vapC15
2258672,2258853,-,upstream_Rv2011c,upstream_Rv2011c
2258854,2259285,-,Rv2011c,Rv2011c
2259286,2259325,+,upstream_Rv2012,upstream_Rv2012
2259326,2259820,+,Rv2012,Rv2012
2259821,2261815,-,upstream_Rv2015c,upstream_Rv2015c
2261816,2263072,-,Rv2015c,Rv2015c
2263073,2263425,+,upstream_Rv2016,upstream_Rv2016
2263426,2264001,+,Rv2016,Rv2016
2263998,2265038,+,Rv2017,Rv2017
2265039,2265279,+,upstream_Rv2018,upstream_Rv2018
2265280,2265999,+,Rv2018,Rv2018
2265989,2266405,+,Rv2019,Rv2019
2266406,2266804,-,upstream_Rv2021c,upstream_Rv2021c
2266805,2267110,-,Rv2021c,Rv2021c
2267111,2267118,-,upstream_Rv2022c,upstream_Rv2022c
2267119,2267724,-,Rv2022c,Rv2022c
2267725,2267748,-,upstream_Rv2023c,upstream_Rv2023c
2267749,2268108,-,Rv2023c,Rv2023c
2268109,2268692,-,upstream_Rv2024c,upstream_Rv2024c
2268693,2270240,-,Rv2024c,Rv2024c
2270241,2270749,-,upstream_Rv2025c,upstream_Rv2025c
2270750,2271748,-,Rv2025c,Rv2025c
2271749,2271862,-,upstream_Rv2026c,upstream_Rv2026c
2271863,2272747,-,Rv2026c,Rv2026c
2272748,2272786,-,upstream_Rv2027c,upstream_dosT
2272787,2274508,-,Rv2027c,dosT
2274509,2274568,-,upstream_Rv2028c,upstream_Rv2028c
2274569,2275408,-,Rv2028c,Rv2028c
2275405,2276424,-,Rv2029c,pfkB
2276425,2276440,-,upstream_Rv2030c,upstream_Rv2030c
2276441,2278486,-,Rv2030c,Rv2030c
2278487,2278497,-,upstream_Rv2031c,upstream_hspX
2278498,2278932,-,Rv2031c,hspX
2278933,2279128,+,upstream_Rv2032,upstream_acg
2279129,2280124,+,Rv2032,acg
2280125,2280239,-,upstream_Rv2033c,upstream_Rv2033c
2280240,2281082,-,Rv2033c,Rv2033c
2281083,2281293,+,upstream_Rv2034,upstream_Rv2034
2281294,2281617,+,Rv2034,Rv2034
2281614,2282102,+,Rv2035,Rv2035
2282099,2282740,+,Rv2036,Rv2036
2282741,2282746,-,upstream_Rv2037c,upstream_Rv2037c
2282747,2283721,-,Rv2037c,Rv2037c
2283722,2283722,-,upstream_Rv2038c,upstream_Rv2038c
2283723,2284796,-,Rv2038c,Rv2038c
2284797,2284798,-,upstream_Rv2039c,upstream_Rv2039c
2284799,2285641,-,Rv2039c,Rv2039c
2285628,2286530,-,Rv2040c,Rv2040c
2286527,2287846,-,Rv2041c,Rv2041c
2287847,2287883,-,upstream_Rv2042c,upstream_Rv2042c
2287884,2288681,-,Rv2042c,Rv2042c
2288681,2289241,-,Rv2043c,pncA
2288682,2288680,-,upstream_Rv2043c,upstream_pncA
2289242,2289281,-,upstream_Rv2044c,upstream_Rv2044c
2289282,2289599,-,Rv2044c,Rv2044c
2289600,2289684,-,upstream_Rv2045c,upstream_lipT
2289685,2291220,-,Rv2045c,lipT
2291221,2291268,+,upstream_Rv2046,upstream_lppI
2291269,2291925,+,Rv2046,lppI
2291926,2291961,-,upstream_Rv2047c,upstream_Rv2047c
2291962,2294526,-,Rv2047c,Rv2047c
2294527,2294530,-,upstream_Rv2048c,upstream_pks12
2294531,2306986,-,Rv2048c,pks12
2299745,2299886,+,RVnc0003,ASpks
2299887,2307292,-,upstream_Rv2049c,upstream_Rv2049c
2307293,2307517,-,Rv2049c,Rv2049c
2307518,2307820,+,upstream_Rv2050,upstream_Rv2050
2307821,2308156,+,Rv2050,Rv2050
2308131,2310755,-,Rv2051c,ppm1
2310756,2310912,-,upstream_Rv2052c,upstream_Rv2052c
2310913,2312517,-,Rv2052c,Rv2052c
2312518,2312521,-,upstream_Rv2053c,upstream_fxsA
2312522,2313049,-,Rv2053c,fxsA
2313050,2313124,+,upstream_Rv2054,upstream_Rv2054
2313125,2313838,+,Rv2054,Rv2054
2313839,2314086,-,upstream_Rv2055c,upstream_rpsR2
2314087,2314353,-,Rv2055c,rpsR2
2314354,2314659,-,Rv2056c,rpsN2
2314354,2314353,-,upstream_Rv2056c,upstream_rpsN2
2314660,2314660,-,upstream_Rv2057c,upstream_rpmG1
2314661,2314825,-,Rv2057c,rpmG1
2314825,2315061,-,Rv2058c,rpmB2
2314826,2314824,-,upstream_Rv2058c,upstream_rpmB2
2315062,2315173,+,upstream_Rv2059,upstream_Rv2059
2315174,2316709,+,Rv2059,Rv2059
2316279,2316680,+,Rv2060,Rv2060
2316681,2317085,-,Rv2061c,Rv2061c
2316681,2316680,-,upstream_Rv2061c,upstream_Rv2061c
2317086,2317168,-,upstream_Rv2062c,upstream_cobN
2317169,2320753,-,Rv2062c,cobN
2320754,2320830,+,upstream_Rv2063,upstream_mazE7
2320831,2321064,+,Rv2063,mazE7
2321057,2321467,+,Rv2063A,mazF7
2321451,2322542,+,Rv2064,cobG
2322543,2322551,+,upstream_Rv2065,upstream_cobH
2322552,2323178,+,Rv2065,cobH
2323175,2324701,+,Rv2066,cobIJ
2324647,2325870,-,Rv2067c,Rv2067c
2325871,2325885,-,upstream_Rv2068c,upstream_blaC
2325886,2326809,-,Rv2068c,blaC
2326810,2326943,+,upstream_Rv2069,upstream_sigC
2326944,2327501,+,Rv2069,sigC
2327491,2328225,-,Rv2070c,cobK
2328222,2328977,-,Rv2071c,cobM
2328974,2330146,-,Rv2072c,cobL
2330147,2330213,-,upstream_Rv2073c,upstream_Rv2073c
2330214,2330963,-,Rv2073c,Rv2073c
2330964,2330992,+,upstream_Rv2074,upstream_Rv2074
2330993,2331406,+,Rv2074,Rv2074
2331407,2331415,-,upstream_Rv2075c,upstream_Rv2075c
2331416,2332879,-,Rv2075c,Rv2075c
2332880,2333036,-,upstream_Rv2076c,upstream_Rv2076c
2333037,2333288,-,Rv2076c,Rv2076c
2333289,2333322,-,upstream_Rv2077c,upstream_Rv2077c
2333323,2334294,-,Rv2077c,Rv2077c
2334295,2334594,-,Rv2077A,Rv2077A
2334295,2334294,-,upstream_Rv2077A,upstream_Rv2077A
2334595,2335058,+,upstream_Rv2078,upstream_Rv2078
2335059,2335373,+,Rv2078,Rv2078
2335355,2337325,+,Rv2079,Rv2079
2337306,2337869,+,Rv2080,lppJ
2337870,2338064,-,upstream_Rv2081c,upstream_Rv2081c
2338065,2338505,-,Rv2081c,Rv2081c
2338506,2338708,+,upstream_Rv2082,upstream_Rv2082
2338709,2340874,+,Rv2082,Rv2082
2340871,2341815,+,Rv2083,Rv2083
2341808,2342944,+,Rv2084,Rv2084
2342945,2343026,+,upstream_Rv2085,upstream_Rv2085
2343027,2343332,+,Rv2085,Rv2085
2343311,2343916,+,Rv2086,Rv2086
2343917,2344410,+,upstream_Rv2088,upstream_pknJ
2344411,2346180,+,Rv2088,pknJ
2346181,2346196,-,upstream_Rv2089c,upstream_pepE
2346197,2347324,-,Rv2089c,pepE
2347325,2347372,+,upstream_Rv2090,upstream_Rv2090
2347373,2348554,+,Rv2090,Rv2090
2348555,2348557,-,upstream_Rv2091c,upstream_Rv2091c
2348558,2349292,-,Rv2091c,Rv2091c
2349293,2349333,-,upstream_Rv2092c,upstream_helY
2349334,2352054,-,Rv2092c,helY
2352055,2352102,-,upstream_Rv2093c,upstream_tatC
2352103,2353029,-,Rv2093c,tatC
2353030,2353045,-,upstream_Rv2094c,upstream_tatA
2353046,2353297,-,Rv2094c,tatA
2353298,2353364,-,upstream_Rv2095c,upstream_pafC
2353365,2354315,-,Rv2095c,pafC
2354312,2355310,-,Rv2096c,pafB
2355311,2355318,-,upstream_Rv2097c,upstream_pafA
2355319,2356677,-,Rv2097c,pafA
2356678,2358388,+,upstream_Rv2100,upstream_Rv2100
2358389,2360041,+,Rv2100,Rv2100
2360042,2360239,+,upstream_Rv2101,upstream_helZ
2360240,2363281,+,Rv2101,helZ
2363282,2363390,+,upstream_Rv2102,upstream_Rv2102
2363391,2364107,+,Rv2102,Rv2102
2364086,2364520,-,Rv2103c,vapC37
2364521,2364526,-,upstream_Rv2104c,upstream_vapB37
2364527,2364781,-,Rv2104c,vapB37
2364782,2364796,-,upstream_Rv2104a,upstream_Rv2104a
2364797,2365054,-,Rv2104a,Rv2104a
2365055,2367358,+,upstream_Rv2107,upstream_PE22
2367359,2367655,+,Rv2107,PE22
2367656,2367710,+,upstream_Rv2108,upstream_PPE36
2367711,2368442,+,Rv2108,PPE36
2368443,2368982,-,upstream_Rv2109c,upstream_prcA
2368983,2369729,-,Rv2109c,prcA
2369726,2370601,-,Rv2110c,prcB
2370598,2370792,-,Rv2111c,pup
2370793,2370904,-,upstream_Rv2112c,upstream_dop
2370905,2372569,-,Rv2112c,dop
2372570,2372629,+,upstream_Rv2113,upstream_Rv2113
2372630,2373823,+,Rv2113,Rv2113
2373824,2373833,+,upstream_Rv2114,upstream_Rv2114
2373834,2374457,+,Rv2114,Rv2114
2374458,2374460,-,upstream_Rv2115c,upstream_mpa
2374461,2376290,-,Rv2115c,mpa
2376291,2376570,+,upstream_Rv2116,upstream_lppK
2376571,2377140,+,Rv2116,lppK
2377141,2377147,+,upstream_Rv2117,upstream_Rv2117
2377148,2377441,+,Rv2117,Rv2117
2377442,2377469,-,upstream_Rv2118c,upstream_Rv2118c
2377470,2378312,-,Rv2118c,Rv2118c
2378313,2378385,+,upstream_Rv2119,upstream_Rv2119
2378386,2379222,+,Rv2119,Rv2119
2379223,2379244,-,upstream_Rv2120c,upstream_Rv2120c
2379245,2379727,-,Rv2120c,Rv2120c
2379728,2379805,-,upstream_Rv2121c,upstream_hisG
2379806,2380660,-,Rv2121c,hisG
2380661,2380662,-,upstream_Rv2122c,upstream_hisE
2380663,2380944,-,Rv2122c,hisE
2380945,2381070,+,upstream_Rv2123,upstream_PPE37
2381071,2382492,+,Rv2123,PPE37
2382489,2386067,-,Rv2124c,metH
2386068,2386292,+,upstream_Rv2125,upstream_Rv2125
2386293,2387171,+,Rv2125,Rv2125
2387172,2387201,-,upstream_Rv2126c,upstream_PE_PGRS37
2387202,2387972,-,Rv2126c,PE_PGRS37
2387973,2388615,+,upstream_Rv2127,upstream_ansP1
2388616,2390085,+,Rv2127,ansP1
2390085,2390288,+,Rv2128,Rv2128
2390086,2390084,+,upstream_Rv2128,upstream_Rv2128
2390289,2390307,-,upstream_Rv2129c,upstream_Rv2129c
2390308,2391189,-,Rv2129c,Rv2129c
2391190,2391214,-,upstream_Rv2130c,upstream_mshC
2391215,2392459,-,Rv2130c,mshC
2392460,2392516,-,upstream_Rv2131c,upstream_cysQ
2392517,2393320,-,Rv2131c,cysQ
2393321,2393410,+,upstream_Rv2132,upstream_Rv2132
2393411,2393641,+,Rv2132,Rv2132
2393642,2393850,-,upstream_Rv2133c,upstream_Rv2133c
2393851,2394639,-,Rv2133c,Rv2133c
2394640,2394649,-,upstream_Rv2134c,upstream_Rv2134c
2394650,2395237,-,Rv2134c,Rv2134c
2395238,2395300,-,upstream_Rv2135c,upstream_Rv2135c
2395301,2396011,-,Rv2135c,Rv2135c
2396008,2396838,-,Rv2136c,Rv2136c
2396839,2396901,-,upstream_Rv2137c,upstream_Rv2137c
2396902,2397315,-,Rv2137c,Rv2137c
2397316,2397329,+,upstream_Rv2138,upstream_lppL
2397330,2398406,+,Rv2138,lppL
2398407,2398719,+,upstream_Rv2139,upstream_pyrD
2398720,2399793,+,Rv2139,pyrD
2399794,2399797,-,upstream_Rv2140c,upstream_TB18.6
2399798,2400328,-,Rv2140c,TB18.6
2400329,2400375,-,upstream_Rv2141c,upstream_Rv2141c
2400376,2401722,-,Rv2141c,Rv2141c
2401723,2401986,+,upstream_Rvnt22,upstream_leuU
2401987,2402072,+,Rvnt22,leuU
2402073,2402192,-,upstream_Rv2142c,upstream_parE2
2402193,2402510,-,Rv2142c,parE2
2402507,2402722,-,Rv2142A,parD2
2402723,2402976,+,upstream_Rv2143,upstream_Rv2143
2402977,2404035,+,Rv2143,Rv2143
2404036,2404164,-,upstream_Rv2144c,upstream_Rv2144c
2404165,2404521,-,Rv2144c,Rv2144c
2404522,2404615,-,upstream_Rv2145c,upstream_wag31
2404616,2405398,-,Rv2145c,wag31
2405399,2405665,-,upstream_Rv2146c,upstream_Rv2146c
2405666,2405956,-,Rv2146c,Rv2146c
2405957,2406117,-,upstream_Rv2147c,upstream_Rv2147c
2406118,2406843,-,Rv2147c,Rv2147c
2406840,2407616,-,Rv2148c,Rv2148c
2407617,2407621,-,upstream_Rv2149c,upstream_yfiH
2407622,2408374,-,Rv2149c,yfiH
2408375,2408384,-,upstream_Rv2150c,upstream_ftsZ
2408385,2409524,-,Rv2150c,ftsZ
2409525,2409696,-,upstream_Rv2151c,upstream_ftsQ
2409697,2410641,-,Rv2151c,ftsQ
2410638,2412122,-,Rv2152c,murC
2412119,2413351,-,Rv2153c,murG
2413348,2414922,-,Rv2154c,ftsW
2414923,2414933,-,upstream_Rv2155c,upstream_murD
2414934,2416394,-,Rv2155c,murD
2416395,2416395,-,upstream_Rv2156c,upstream_murX
2416396,2417475,-,Rv2156c,murX
2417472,2419004,-,Rv2157c,murF
2419001,2420608,-,Rv2158c,murE
2420609,2420630,-,upstream_Rv2159c,upstream_Rv2159c
2420631,2421665,-,Rv2159c,Rv2159c
2421666,2422270,-,upstream_Rv2161c,upstream_Rv2161c
2422271,2423137,-,Rv2161c,Rv2161c
2423138,2423239,-,upstream_Rv2162c,upstream_PE_PGRS38
2423240,2424838,-,Rv2162c,PE_PGRS38
2424839,2425047,-,upstream_Rv2163c,upstream_pbpB
2425048,2427087,-,Rv2163c,pbpB
2427084,2428238,-,Rv2164c,Rv2164c
2428235,2429425,-,Rv2165c,Rv2165c
2429426,2429426,-,upstream_Rv2166c,upstream_Rv2166c
2429427,2429858,-,Rv2166c,Rv2166c
2429859,2431564,-,upstream_Rv2169c,upstream_Rv2169c
2431565,2431969,-,Rv2169c,Rv2169c
2431970,2432234,+,upstream_Rv2170,upstream_Rv2170
2432235,2432855,+,Rv2170,Rv2170
2432856,2432950,+,upstream_Rv2171,upstream_lppM
2432951,2433634,+,Rv2171,lppM
2433631,2434536,-,Rv2172c,Rv2172c
2434537,2434846,+,upstream_Rv2173,upstream_idsA2
2434847,2435905,+,Rv2173,idsA2
2435906,2435908,+,upstream_Rv2174,upstream_mptA
2435909,2437459,+,Rv2174,mptA
2437446,2437886,-,Rv2175c,Rv2175c
2437887,2437940,+,upstream_Rv2176,upstream_pknL
2437941,2439140,+,Rv2176,pknL
2439141,2439281,-,upstream_Rv2177c,upstream_Rv2177c
2439282,2439947,-,Rv2177c,Rv2177c
2439948,2440331,-,upstream_Rv2178c,upstream_aroG
2440332,2441720,-,Rv2178c,aroG
2441721,2441810,-,upstream_Rv2179c,upstream_Rv2179c
2441811,2442317,-,Rv2179c,Rv2179c
2442318,2442326,-,upstream_Rv2180c,upstream_Rv2180c
2442327,2443214,-,Rv2180c,Rv2180c
2443215,2443301,+,upstream_Rv2181,upstream_Rv2181
2443302,2444585,+,Rv2181,Rv2181
2444586,2445329,-,Rv2182c,Rv2182c
2444586,2444585,-,upstream_Rv2182c,upstream_Rv2182c
2445330,2445414,-,upstream_Rv2183c,upstream_Rv2183c
2445415,2445810,-,Rv2183c,Rv2183c
2445807,2446946,-,Rv2184c,Rv2184c
2446947,2447065,-,upstream_Rv2185c,upstream_TB16.3
2447066,2447500,-,Rv2185c,TB16.3
2447501,2447604,-,upstream_Rv2186c,upstream_Rv2186c
2447605,2447994,-,Rv2186c,Rv2186c
2447995,2448159,+,upstream_Rv2187,upstream_fadD15
2448160,2449962,+,Rv2187,fadD15
2449963,2449992,-,upstream_Rv2188c,upstream_pimB
2449993,2451150,-,Rv2188c,pimB
2451151,2451246,-,upstream_Rv2189c,upstream_Rv2189c
2451247,2452020,-,Rv2189c,Rv2189c
2452021,2452114,-,upstream_Rv2190c,upstream_Rv2190c
2452115,2453272,-,Rv2190c,Rv2190c
2453273,2453818,+,upstream_Rv2191,upstream_Rv2191
2453819,2455756,+,Rv2191,Rv2191
2455631,2456743,-,Rv2192c,trpD
2456744,2456900,+,upstream_Rv2193,upstream_ctaE
2456901,2457512,+,Rv2193,ctaE
2457513,2457552,+,upstream_Rv2194,upstream_qcrC
2457553,2458395,+,Rv2194,qcrC
2458392,2459681,+,Rv2195,qcrA
2459678,2461327,+,Rv2196,qcrB
2461328,2461503,-,upstream_Rv2197c,upstream_Rv2197c
2461504,2462148,-,Rv2197c,Rv2197c
2462148,2463047,-,Rv2198c,mmpS3
2462149,2462147,-,upstream_Rv2198c,upstream_mmpS3
2463048,2463232,-,upstream_Rv2199c,upstream_Rv2199c
2463233,2463652,-,Rv2199c,Rv2199c
2463653,2463659,-,upstream_Rv2200c,upstream_ctaC
2463660,2464751,-,Rv2200c,ctaC
2464752,2464996,+,upstream_Rv2201,upstream_asnB
2464997,2466955,+,Rv2201,asnB
2466956,2467052,-,upstream_Rv2202c,upstream_adoK
2467053,2468027,-,Rv2202c,adoK
2468028,2468230,+,upstream_Rv2203,upstream_Rv2203
2468231,2468923,+,Rv2203,Rv2203
2468924,2468930,-,upstream_Rv2204c,upstream_Rv2204c
2468931,2469287,-,Rv2204c,Rv2204c
2469288,2469386,-,upstream_Rv2205c,upstream_Rv2205c
2469387,2470463,-,Rv2205c,Rv2205c
2470464,2470621,+,upstream_Rv2206,upstream_Rv2206
2470622,2471332,+,Rv2206,Rv2206
2471333,2471410,+,upstream_Rv2207,upstream_cobT
2471411,2472496,+,Rv2207,cobT
2472493,2473242,+,Rv2208,cobS
2473243,2473399,+,upstream_Rv2209,upstream_Rv2209
2473400,2474938,+,Rv2209,Rv2209
2474864,2475970,-,Rv2210c,ilvE
2475971,2476041,-,upstream_Rv2211c,upstream_gcvT
2476042,2477181,-,Rv2211c,gcvT
2477182,2477189,+,upstream_Rv2212,upstream_Rv2212
2477190,2478326,+,Rv2212,Rv2212
2478327,2478337,+,upstream_Rv2213,upstream_pepB
2478338,2479885,+,Rv2213,pepB
2479886,2479922,-,upstream_Rv2214c,upstream_ephD
2479923,2481701,-,Rv2214c,ephD
2481702,2481964,+,upstream_Rv2215,upstream_dlaT
2481965,2483626,+,Rv2215,dlaT
2483626,2484531,+,Rv2216,Rv2216
2483627,2483625,+,upstream_Rv2216,upstream_Rv2216
2484532,2484583,+,upstream_Rv2217,upstream_lipB
2484584,2485276,+,Rv2217,lipB
2485273,2486208,+,Rv2218,lipA
2486209,2486234,+,upstream_Rv2219,upstream_Rv2219
2486235,2486987,+,Rv2219,Rv2219
2486988,2486993,-,upstream_Rv2219A,upstream_Rv2219A
2486994,2487416,-,Rv2219A,Rv2219A
2487417,2487614,+,upstream_Rv2220,upstream_glnA1
2487615,2489051,+,Rv2220,glnA1
2489052,2489368,-,upstream_Rv2221c,upstream_glnE
2489369,2492353,-,Rv2221c,glnE
2492354,2492401,-,upstream_Rv2222c,upstream_glnA2
2492402,2493742,-,Rv2222c,glnA2
2493743,2493836,-,upstream_Rv2223c,upstream_Rv2223c
2493837,2495399,-,Rv2223c,Rv2223c
2495400,2495460,-,upstream_Rv2224c,upstream_caeA
2495461,2497023,-,Rv2224c,caeA
2497024,2497224,-,upstream_Rv2224d,upstream_Rv2224d
2497225,2497446,-,Rv2224d,Rv2224d
2497447,2497741,+,upstream_Rv2225,upstream_panB
2497742,2498587,+,Rv2225,panB
2498588,2498831,+,upstream_Rv2226,upstream_Rv2226
2498832,2500373,+,Rv2226,Rv2226
2500374,2500444,-,upstream_Rvns01,upstream_rnpB
2500445,2500751,-,Rvns01,rnpB
2500752,2500930,+,upstream_Rv2227,upstream_Rv2227
2500931,2501632,+,Rv2227,Rv2227
2501633,2501643,-,upstream_Rv2228c,upstream_Rv2228c
2501644,2502738,-,Rv2228c,Rv2228c
2502735,2503472,-,Rv2229c,Rv2229c
2503469,2504608,-,Rv2230c,Rv2230c
2504605,2505699,-,Rv2231c,cobC
2505700,2505735,-,upstream_Rv2231A,upstream_vapC16
2505736,2506161,-,Rv2231A,vapC16
2506162,2506206,-,upstream_Rv2231B,upstream_vapB16
2506207,2506383,-,Rv2231B,vapB16
2506278,2507153,+,Rv2232,ptkA
2507146,2507637,+,Rv2234,ptpA
2507637,2508452,+,Rv2235,Rv2235
2507638,2507636,+,upstream_Rv2235,upstream_Rv2235
2508434,2509375,-,Rv2236c,cobD
2509376,2509488,+,upstream_Rv2237,upstream_Rv2237
2509489,2510256,+,Rv2237,Rv2237
2510257,2510350,-,upstream_Rv2237A,upstream_Rv2237A
2510351,2510587,-,Rv2237A,Rv2237A
2510588,2510597,-,upstream_Rvnt23,upstream_valV
2510598,2510669,-,Rvnt23,valV
2510670,2510714,-,upstream_Rv2238c,upstream_ahpE
2510715,2511176,-,Rv2238c,ahpE
2511176,2511652,-,Rv2239c,Rv2239c
2511177,2511175,-,upstream_Rv2239c,upstream_Rv2239c
2511653,2511689,-,upstream_Rv2240c,upstream_Rv2240c
2511690,2512280,-,Rv2240c,Rv2240c
2512281,2512538,+,upstream_Rv2241,upstream_aceE
2512539,2515244,+,Rv2241,aceE
2515245,2515303,+,upstream_Rv2242,upstream_Rv2242
2515304,2516548,+,Rv2242,Rv2242
2516549,2516786,+,upstream_Rv2243,upstream_fabD
2516787,2517695,+,Rv2243,fabD
2517032,2517134,-,RVnc0018,mcr16
2517135,2517770,+,upstream_Rv2244,upstream_acpM
2517771,2518118,+,Rv2244,acpM
2518115,2519365,+,Rv2245,kasA
2519366,2519395,+,upstream_Rv2246,upstream_kasB
2519396,2520712,+,Rv2246,kasB
2520713,2520742,+,upstream_Rv2247,upstream_accD6
2520743,2522164,+,Rv2247,accD6
2522165,2522359,+,upstream_Rv2248,upstream_Rv2248
2522360,2523175,+,Rv2248,Rv2248
2523176,2523240,-,upstream_Rv2249c,upstream_glpD1
2523241,2524791,-,Rv2249c,glpD1
2524785,2525354,-,Rv2250c,Rv2250c
2525355,2525564,+,upstream_Rv2251,upstream_Rv2251
2525565,2526992,+,Rv2251,Rv2251
2526989,2527918,+,Rv2252,Rv2252
2527919,2527983,+,upstream_Rv2253,upstream_Rv2253
2527984,2528487,+,Rv2253,Rv2253
2528488,2528519,-,upstream_Rv2254c,upstream_Rv2254c
2528520,2528975,-,Rv2254c,Rv2254c
2528976,2528979,-,upstream_Rv2256a,upstream_Rv2256a
2528980,2529174,-,Rv2256a,Rv2256a
2529175,2529340,-,upstream_Rv2256c,upstream_Rv2256c
2529341,2529874,-,Rv2256c,Rv2256c
2529875,2530003,-,upstream_Rv2257c,upstream_Rv2257c
2530004,2530822,-,Rv2257c,Rv2257c
2530823,2530835,-,upstream_Rv2258c,upstream_Rv2258c
2530836,2531897,-,Rv2258c,Rv2258c
2531898,2532244,+,upstream_Rv2259,upstream_mscR
2532245,2533330,+,Rv2259,mscR
2533330,2533965,+,Rv2260,Rv2260
2533331,2533329,+,upstream_Rv2260,upstream_Rv2260
2533966,2535640,+,upstream_Rv2263,upstream_Rv2263
2535641,2536594,+,Rv2263,Rv2263
2536572,2538350,-,Rv2264c,Rv2264c
2538351,2538699,+,upstream_Rv2265,upstream_Rv2265
2538700,2539929,+,Rv2265,Rv2265
2539930,2540103,+,upstream_Rv2266,upstream_cyp124
2540104,2541390,+,Rv2266,cyp124
2541391,2541643,-,upstream_Rv2267c,upstream_Rv2267c
2541644,2542810,-,Rv2267c,Rv2267c
2542807,2544276,-,Rv2268c,cyp128
2544277,2544288,-,upstream_Rv2269c,upstream_Rv2269c
2544289,2544621,-,Rv2269c,Rv2269c
2544622,2544697,+,upstream_Rv2270,upstream_lppN
2544698,2545225,+,Rv2270,lppN
2545226,2545331,+,upstream_Rv2271,upstream_Rv2271
2545332,2545631,+,Rv2271,Rv2271
2545632,2545736,+,upstream_Rv2272,upstream_Rv2272
2545737,2546105,+,Rv2272,Rv2272
2546102,2546431,+,Rv2273,Rv2273
2546432,2546487,-,upstream_Rv2274c,upstream_mazF8
2546488,2546805,-,Rv2274c,mazF8
2546806,2546838,-,upstream_Rv2274A,upstream_mazE8
2546839,2547087,-,Rv2274A,mazE8
2546883,2547752,+,Rv2275,Rv2275
